n,p,v,corpus
インターネット,を,さ迷う,ted
其れ,が,存在しない,ted
年,に,完成する,ted
映画,を,作る,ted
過程,に,ある,ted
向上,に,起きる,ted
飛躍,が,起きる,ted
向上,に,起きる,ted
飛躍,が,起きる,ted
手,を,加える,ted
ジェスチャー,で,操作する,ted
ディスプレー,を,操作する,ted
こと,を,学ぶ,ted
好奇心,を,育む,ted
ドル,に,相当する,ted
思い込み,を,疑う,ted
中,で,ぶつかり合い,ted
信仰,が,ぶつかり合い,ted
等,が,結び付く,ted
こと,に,気付く,ted
物,が,出来る,ted
方向,に,吹く,ted
層,から,出来る,ted
生命,を,救う,ted
掌,に,置く,ted
電極,を,置く,ted
汗,が,生み出す,ted
変化,を,計測出来る,ted
実際,に,話し掛ける,ted
鯨,に,話し掛ける,ted
話,を,交える,ted
物語,を,書く,ted
ページ,から,逃げ出す,ted
世界,に,入り込む,ted
機能,を,マッピングする,ted
構造,に,マッピングする,ted
回路,が,発生させる,ted
機能,を,発生させる,ted
レバノン,から,行く,ted
船,で,行く,ted
PLO,から,受け取る,ted
武器,を,受け取る,ted
武器,を,運ぶ,ted
サルデーニャ,へ,運ぶ,ted
組織,が,来る,ted
分け前,を,取る,ted
頭,に,巻きつけられる,ted
カメラ,を,巻きつけられる,ted
説明,が,ある,ted
左,から,ある,ted
石,が,ある,ted
後,に,ある,ted
命,が,ある,ted
範囲,を,越える,ted
手法,で,考える,ted
一緒,に,歓迎する,ted
サム,に,感謝する,ted
為,に,なる,ted
此方,に,来る,ted
プレゼンテーション,を,始める,ted
前,に,整理させる,ted
ゲノム,を,解読する,ted
Twitter,に,捉えられる,ted
生活,を,捉えられる,ted
上,に,築かれる,ted
レイヤー,と,なる,ted
構築,が,進む,ted
行動,に,影響する,ted
商業,を,変える,ted
我々,が,デザインする,ted
バン,に,搭載する,ted
システム,を,搭載する,ted
画像,を,送る,ted
病院,に,送る,ted
病院,で,下される,ted
診断,が,下される,ted
村,で,待つ,ted
患者,に,送られる,ted
結果,が,送られる,ted
手,に,渡る,ted
診察,を,待つ,ted
家,を,捜索する,ted
陰,に,隠れる,ted
暮らし,を,変える,ted
ネットワーク,が,構築する,ted
コネクション,を,構築する,ted
評価,を,得る,ted
助け,を,する,ted
社会,を,作る,ted
手段,を,持つ,ted
生き残り,に,過ぎる,ted
目,に,かける,ted
達,が,出る,ted
上,から,拍手喝采する,ted
人命,を,救う,ted
女性,に,与える,ted
権利,を,与える,ted
アイデア,を,発表する,ted
貿易,を,重んじる,ted
ルール,を,定める,ted
切っ掛け,に,する,ted
ホンジュラス,で,出来る,ted
都市,が,出来る,ted
記事,が,説明する,ted
何,が,起こる,ted
写真,を,通す,ted
事,を,お見せしたい,ted
変化,を,生み出す,ted
行動,を,計測する,ted
体重,を,記録する,ted
段階,で,打ち砕く,ted
障壁,が,ある,ted
舞台裏,で,撮る,ted
そこ,に,いる,ted
パーティシパント,で,撮る,ted
ドキュメンタリー,を,撮る,ted
蛇口,を,開ける,ted
パイプ,に,流れ始める,ted
水,が,流れ始める,ted
空気,で,浮く,ted
容積,が,減る,ted
息子,が,言う,ted
私,に,言う,ted
話,を,したい,ted
ルーム,で,したい,ted
ルーム,で,する,ted
話,を,する,ted
コロニー,で,使う,ted
シリカ,を,使う,ted
必要,が,ある,ted
アディーチェ,が,言う,ted
観客,に,推理させる,ted
手掛かり,から,推理させる,ted
注意,を,払う,ted
社会,に,対処する,ted
我々,が,用いる,ted
方法,に,ある,ted
道義,が,備わる,ted
概念,に,使う,ted
論理,を,使う,ted
上,で,追跡する,ted
拡大,を,追跡する,ted
前,に,創られる,ted
宇宙,が,創られる,ted
星,が,出来る,ted
訳,で,見える,ted
現実,が,見える,ted
犬,に,向ける,ted
賛辞,を,する,ted
歌,に,する,ted
皆,が,する,ted
所,に,行く,ted
犬,を,連れる,ted
飼い主,に,なる,ted
品,が,出来上がる,ted
一気,に,出現する,ted
産業,が,出現する,ted
頃,に,捉える,ted
私,を,捉える,ted
答え,に,辿り着く,ted
音楽,が,合う,ted
養殖,に,ある,ted
甲殻類,を,育てる,ted
マッチ,を,擦る,ted
火,を,起こす,ted
部分,を,選ばない,ted
氏,が,指摘する,ted
笑い,を,聞く,ted
両親,が,笑う,ted
行動,が,持つ,ted
伝染性,を,持つ,ted
田舎,に,引っ込む,ted
統計,を,聞く,ted
こと,を,する,ted
楽しみ,に,する,ted
宇宙,が,成立する,ted
時代,に,突入する,ted
財力,が,低下する,ted
国民,が,得る,ted
権限,を,得る,ted
理論,を,利用する,ted
傾向,を,する,ted
政策,に,発展させられる,ted
コミュニティー,を,据える,ted
中心,に,据える,ted
必要,が,ある,ted
役,に,立つ,ted
うち,に,する,ted
瞬間,を,する,ted
目,に,する,ted
教え,が,ある,ted
こと,に,気付く,ted
生活,に,来る,ted
子供,が,遣る,ted
本,に,出る,ted
キャラクター,に,のめり込む,ted
キャラクター,を,思う,ted
友達,と,思う,ted
装置,で,発見する,ted
新種,を,発見する,ted
遣り方,で,使う,ted
教育,を,受けたい,ted
仕事,を,見付ける,ted
タイ,を,見る,ted
死亡率,から,始まる,ted
死亡率,に,低下する,ted
文献,が,知らない,ted
兆候,を,知らない,ted
対立,を,避ける,ted
ヘッファナン,が,示す,ted
考え,に,同調する,ted
ビジネス,が,容認する,ted
対立,を,容認する,ted
本当,に,いない,ted
友達,が,いない,ted
理論,が,ある,ted
等,を,結び付ける,ted
ジョブラニ,が,語る,ted
カタール,で,開かれる,ted
ステージ,で,語る,ted
驚異,に,満ちる,ted
海域,に,当てる,ted
光,を,当てる,ted
人々,を,着かせる,ted
席,に,着かせる,ted
こと,を,自覚させる,ted
未来,を,握る,ted
コミュニティー,と,話し合い,ted
時間,を,かける,ted
皆,を,納得させる,ted
語り,を,する,ted
冊子,に,する,ted
言語,を,促進する,ted
CD,を,作る,ted
音楽,を,売り込む,ted
事,に,取り付ける,ted
同意,を,取り付ける,ted
テロリスト,が,使用する,ted
核兵器,を,使用する,ted
関係者,が,避けられない,ted
関係者,が,取らない,ted
対策,を,取らない,ted
対策,を,取らない,ted
米国,に,往来する,ted
貨物船,を,検査する,ted
米国,に,往来する,ted
貨物船,を,検査する,ted
米国,に,往来する,ted
貨物船,を,検査する,ted
そこ,で,考える,ted
レソト,で,輸送する,ted
サンプル,を,輸送する,ted
ネットワーク,を,考える,ted
そこ,で,考える,ted
レソト,で,輸送する,ted
サンプル,を,輸送する,ted
ネットワーク,を,考える,ted
デイトナ,で,見る,ted
レース,を,見る,ted
脳,に,与える,ted
衝撃,を,与える,ted
方法,が,ある,ted
問題,を,扱う,ted
運動,と,連携する,ted
ジレンマ,から,抜け出す,ted
世界,を,変える,ted
力,を,持つ,ted
装置,を,使う,ted
腫瘍,を,発見出来る,ted
解決,を,迫られる,ted
私達,を,見る,ted
気持ち,を,想像する,ted
世界,に,遊ぶ,ted
中,に,なる,ted
横,に,なる,ted
足,で,制御する,ted
形,を,制御する,ted
手,で,操る,ted
帆,を,操る,ted
装置,に,ある,ted
距離,を,超越する,ted
子供,が,いる,ted
部屋,に,忍び込む,ted
引き出し,を,覗く,ted
度,と,立ち入る,ted
分析,から,考える,ted
問題,を,考える,ted
為,に,投資しない訳,ted
達,と,共有出来る,ted
倉庫,が,ある,ted
私,が,訪れる,ted
後,を,取材する,ted
訳,が,ある,ted
日間,で,放出する,ted
広島,に,投下される,ted
放射線,を,放出する,ted
前,に,建てる,ted
放射能,が,漏れる,ted
話,を,する,ted
数字,で,話す,ted
盾,に,刻まれる,ted
シンボル,と,変わる,ted
貴方,を,作る,ted
カクテル,を,混ぜる,ted
御前,を,連れる,ted
家,に,連れる,ted
何,が,起こる,ted
感覚,に,訴える,ted
役,に,立つ,ted
皆,が,見る,ted
火星,に,存在する,ted
謎,を,解き明かす,ted
私,に,教える,ted
言葉,を,教える,ted
人,が,集結する,ted
広場,に,集結する,ted
シンボル,を,消す,ted
代わり,に,掲げる,ted
抗議,を,する,ted
講義,を,する,ted
画像,を,持つ,ted
間,で,増殖する,ted
細胞,に,入り込む,ted
形,に,なる,ted
間,で,増長させる,ted
インターフェース,を,増長させる,ted
交換,が,始まる,ted
支持,を,増やす,ted
私,が,求める,ted
援助,を,求める,ted
事,を,理解する,ted
社,に,送る,ted
本,を,送る,ted
作品,を,読み聞かせする,ted
問題,に,せず,ted
邪道,を,走る,ted
此れ,に,加える,ted
進歩,が,続く,ted
永遠,に,続く,ted
所,が,ある,ted
エジプト,を,する,ted
中心,に,する,ted
行列,に,なる,ted
場,で,作り出す,ted
音,を,作り出す,ted
機械,を,使う,ted
中,に,聞こえる,ted
音楽,を,作り出す,ted
リアルタイム,で,生じる,ted
肉体,から,生じる,ted
制約,に,邪魔される,ted
企業,と,進める,ted
商品化,を,進める,ted
化合物,に,変化する,ted
体内,に,残らず,ted
下水,に,流れる,ted
インフルエンザ,を,運ぶ,ted
水鳥,が,さらされる,ted
此れ,に,さらされる,ted
株,が,発生する,ted
可能性,が,生じる,ted
棒,を,使う,ted
手術,を,決める,ted
時間,が,得られない,ted
此処,で,なれる,ted
友達,に,なれる,ted
仕方,を,学ぶ,ted
車,で,する,ted
旅行,を,する,ted
グランドキャニオン,に,いる,ted
其れ,を,観察する,ted
私,が,開発する,ted
カメラ,で,観察する,ted
色光,を,用いる,ted
活動,を,妨害する,ted
そこ,で,述べる,ted
地上,で,生活する,ted
木,に,上る,ted
地上,に,いる,ted
獲物,に,飛び掛かる,ted
内,に,浸入する,ted
DNA,を,走査する,ted
配列,と,一致する,ted
部位,を,探す,ted
水草,が,侵入する,ted
水路,に,侵入する,ted
活動,が,妨害される,ted
学校,に,通う,ted
光学系,を,改造する,ted
視力,を,再現する,ted
方,を,する,ted
話,を,する,ted
私,が,始める,ted
此れ,を,始める,ted
格付け,を,する,ted
経済,に,行使する,ted
力,を,行使する,ted
状態,を,招く,ted
方法,が,ある,ted
格付け,に,持ち込む,ted
判断,を,持ち込む,ted
私達,に,語り掛ける,ted
脳,を,進化させる,ted
自体,を,見る,ted
自己,に,気付く,ted
アマゾン,に,行く,ted
秘訣,を,お教えする,ted
敗北,から,得られる,ted
自分,から,進む,ted
場,を,与える,ted
同僚,が,いる,ted
信号,が,来る,ted
部位,から,来る,ted
皺,に,なる,ted
為,に,異なる,ted
位置,が,異なる,ted
毎,に,異なる,ted
本当,に,変えない,ted
考え方,を,変えない,ted
虫眼鏡,を,持つ,ted
前,に,動き出す,ted
早朝,から,動き出す,ted
歴史,を,振り返る,ted
解答,を,探る,ted
常,に,払う,ted
注意,を,払う,ted
点,で,なる,ted
基本,と,なる,ted
此れ,を,嫌う,ted
ラフランス,が,言う,ted
肩越し,に,ある,ted
鏡,が,ある,ted
そこ,に,映る,ted
夫妻,が,立つ,ted
場所,に,立つ,ted
絵,を,見る,ted
人前,で,話す,ted
中,で,生き続ける,ted
済み,と,なる,ted
世界,に,関わる,ted
数学,が,関わる,ted
演説,が,終わる,ted
雨,で,なる,ted
ずぶ濡れ,に,なる,ted
私達,を,見遣る,ted
達,が,言う,ted
意思,に,従わず,ted
生活,が,変わる,ted
私,が,動く,ted
ポイント,が,動かす,ted
点,で,動かす,ted
関節,を,動かす,ted
関節,を,動かす,ted
同時,に,与える,ted
小売業,に,与える,ted
打撃,を,与える,ted
気,が,付く,ted
気,が,なりそう,ted
コンファレンス,で,する,ted
スピーチ,を,する,ted
生き物,が,栄える,ted
此処,に,いる,ted
NINJA,が,拡大する,ted
うち,に,拡大する,ted
全国,で,拡大する,ted
証拠,が,ある,ted
アボリジニ,が,飼う,ted
ディンゴ,を,飼う,ted
ガンジー,が,言いたい,ted
物,から,得る,ted
多く,を,得る,ted
人,と,共有し為さる,ted
良識,に,反する,ted
姿,が,宿る,ted
網,を,増やす,ted
製品,が,売れる,ted
テキスト,に,なる,ted
テロ,で,陥る,ted
危機,に,陥る,ted
方向,に,向ける,ted
目,を,向ける,ted
脳,が,詰め込まれる,ted
残り火,が,形作る,ted
恒星,を,形作る,ted
周り,を,周回する,ted
惑星,を,従える,ted
最後,に,お話す,ted
ギャング,を,調査する,ted
こと,で,学ぶ,ted
専門用語,で,語る,ted
体,が,反応する,ted
薬,に,反応する,ted
競争心,を,持つ,ted
目,に,当たる,ted
年,に,亡くなる,ted
そこ,で,尋ねる,ted
彼女,に,尋ねる,ted
生徒,と,帰る,ted
一緒,に,帰る,ted
縄張り,から,抜けられない,ted
恐怖,に,打ち勝つ,ted
必要,と,される,ted
外,で,さ迷う,ted
時間,を,与える,ted
何,で,泣く,ted
誇り,に,満ちる,ted
表情,が,取れる,ted
病院,で,過ごす,ted
殆ど,を,隔離されそう,ted
病棟,に,隔離されそう,ted
此れ,が,生み出す,ted
課題,を,生み出す,ted
街路,に,置く,ted
家具,が,用意出来る,ted
代,に,遡る,ted
管,で,ある,ted
穴,が,ある,ted
管,で,ある,ted
穴,が,ある,ted
問題,に,なる,ted
サポート,を,する,ted
必要,と,する,ted
さん,に,お話しする,ted
達,に,教えない,ted
HIV,が,入り込む,ted
社会,に,入り込む,ted
性,を,知る,ted
キャンペーン,を,始める,ted
前,に,変える,ted
態度,を,変える,ted
話,を,聞く,ted
気分,に,なる,ted
メール,に,返信する,ted
何,が,起きる,ted
地球,を,救う,ted
ドイツ,で,暮らし,ted
アンカラ,に,戻る,ted
議論,を,する,ted
達,が,いる,ted
議論,を,予見する,ted
変化,に,抵抗する,ted
声,を,利用する,ted
変化,を,成し遂げる,ted
ジャーナリズム,が,始まり,ted
こと,を,報道する,ted
写真,が,現れる,ted
フレキサゴン,が,出来る,ted
違い,に,現れる,ted
製品,と,比べる,ted
価格,に,ある,ted
ルート,が,なる,ted
部隊,を,雇い入れる,ted
君,を,見る,ted
考え方,を,変えられる,ted
こと,が,分かる,ted
途端,に,変わる,ted
表情,が,変わる,ted
援助,を,する,ted
私達,が,問い掛ける,ted
ドーパミン,が,増える,ted
恋愛,が,成就する,ted
前,から,知る,ted
財団,が,生中継する,ted
会見,を,生中継する,ted
場,に,立つ,ted
横,に,聳える,ted
スクリーン,に,映し出される,ted
フィード,が,映し出される,ted
衛星,を,従える,ted
歳,に,なる,ted
胸,に,触わらない,ted
こと,へ,移行する,ted
成長,を,完了する,ted
刺激,に,応じる,ted
d,に,なる,ted
事,が,言う,ted
段階,に,分けられる,ted
真ん中,に,ある,ted
運転席,に,座らせられる,ted
意思決定,を,下す,ted
人間性,を,熟考する,ted
海中,から,向ける,ted
魅力,に,向ける,ted
レンズ,を,向ける,ted
驚き,に,満ちる,ted
写真,を,共有する,ted
目,に,映る,ted
イメージ,が,持つ,ted
人,を,動かす,ted
力,を,持つ,ted
ルート,を,辿る,ted
静脈,と,なる,ted
好み,に,合わせる,ted
品,を,デザインする,ted
少女,を,託する,ted
宗教,を,研究する,ted
視点,から,見る,ted
消費,に,参加出来る,ted
例,が,増える,ted
扱い,を,受ける,ted
貧困,を,改善する,ted
発展,を,援助する,ted
間,に,行う,ted
小片,で,行う,ted
プロジェクト,を,スケールアップする,ted
こと,が,分かる,ted
薬,に,頼る,ted
数,を,把握する,ted
